"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant","recruits.1y","recruits.4y"
"782","MOD",1,50,50,"8",2014,66,86,86,40,5,1,2015,0,NA,"1",65,117,113,0,0,1,9,880466.684085892,11.7581725705948,12.3237722594671,0.0469815643918934,5,40,0,0,45,0,NA,0,FALSE,0,0
"783","MOD",1,50,50,"1",2016,78,108,104,22,104,0.5,2017,0,NA,"1",79,107,106,3,2,0.5,9,880466.684085892,12.3430541890166,12.3655390171024,0.00182000117164183,208,44,4,6,252,10,2.30258509299405,1,FALSE,0,0
"784","MOD",1,50,50,"2",2016,84,99,91,95,295,0.5,2017,0,NA,"1",90,97,86,21,41,0.125,9,880466.684085892,12.1966193915562,12.1886911811486,-0.000650244799081712,590,190,328,168,780,496,6.20657592672493,1,FALSE,0,0
"785","MOD",1,50,50,"6",2015,67,80,78,0,1,1,2016,0,NA,"1",74,96,81,113,87,0.5,9,880466.684085892,11.6032513168158,11.9226856754058,0.0271575998265527,1,0,174,226,1,400,5.99146454710798,1,FALSE,0,0
"786","MOD",1,50,50,"1",2015,55,96,92,3,2,1,2016,0,NA,"1",78,108,104,22,104,0.5,9,880466.684085892,11.7532931898107,12.3430541890166,0.0489600182204741,2,3,208,44,5,252,5.52942908751142,1,FALSE,0,0
"787","MOD",1,50,50,"5",2016,66,105,80,70,89,0.5,2017,0,NA,"1",73,98,79,18,27,0.25,9,880466.684085892,11.8854649629192,11.9046980083474,0.00161689095123263,178,140,108,72,318,180,5.19295685089021,1,FALSE,0,0
"788","MOD",1,50,50,"6",2016,74,96,81,113,87,0.5,2017,0,NA,"1",78,97,89,111,43,0.25,9,880466.684085892,11.9226856754058,12.0798794109865,0.0130982653241061,174,226,172,444,400,616,6.42324696353352,1,FALSE,0,0
"789","MOD",1,50,50,"5",2014,58,82,70,6,1,1,2015,0,NA,"1",61,98,62,0,0,1,9,880466.684085892,11.3754807359214,11.4827989639504,0.00938994692229,1,6,0,0,7,0,NA,0,FALSE,0,0
"790","MOD",1,50,50,"6",2014,67,83,74,49,2,1,2015,0,NA,"1",67,80,78,0,1,1,9,880466.684085892,11.5874215564531,11.6032513168158,0.00136518357252857,2,49,1,0,51,1,0,1,FALSE,0,0
"791","MOD",1,50,50,"7",2014,57,88,62,1,0,1,2015,0,NA,"1",75,106,69,0,2,1,9,880466.684085892,11.3073457034192,11.874856948307,0.0489707266209458,0,1,2,0,1,2,0.693147180559945,1,FALSE,0,0
"792","MOD",1,50,50,"8",2015,65,117,113,0,0,1,2016,0,NA,"1",75,131,97,146,119,0.25,9,880466.684085892,12.3237722594671,12.4272196513022,0.00835909886511832,0,0,476,584,0,1060,6.96602418710611,1,FALSE,0,0
"793","MOD",1,50,50,"3",2014,71,47,45,12,1,1,2015,0,NA,"1",76,70,34,2,0,1,9,880466.684085892,10.5793132045831,10.7654123430133,0.0174379243023863,1,12,0,2,13,2,0.693147180559945,1,FALSE,0,0
"794","MOD",1,50,50,"2",2015,66,75,71,0,0,1,2016,0,NA,"1",84,99,91,95,295,0.5,9,880466.684085892,11.4296459686655,12.1966193915562,0.0649483108304207,0,0,590,190,0,780,6.65929391968364,1,FALSE,0,0
"795","MOD",1,50,50,"9",2015,91,83,81,11,14,1,2016,0,NA,"1",98,100,94,146,119,0.25,9,880466.684085892,11.9839725050473,12.3932556829901,0.0335822956454592,14,11,476,584,25,1060,6.96602418710611,1,FALSE,0,0
"796","MOD",1,50,50,"2",2014,64,72,66,18,4,1,2015,0,NA,"1",66,75,71,0,0,1,9,880466.684085892,11.2850271804636,11.4296459686655,0.0127336846424368,4,18,0,0,22,0,NA,0,FALSE,0,0
"797","MOD",1,50,50,"7",2015,75,106,69,0,2,1,2016,0,NA,"1",75,125,80,38,242,0.5,9,880466.684085892,11.874856948307,12.1876517215739,0.0259999818063399,2,0,484,76,2,560,6.32793678372919,1,FALSE,0,0
"798","MOD",1,50,50,"5",2015,61,98,62,0,0,1,2016,0,NA,"1",66,105,80,70,89,0.5,9,880466.684085892,11.4827989639504,11.8854649629192,0.0344660485095099,0,0,178,140,0,318,5.76205138278018,1,FALSE,0,0
"799","MOD",2,0,0,"5",2014,50,61,46,0,1,1,2015,0,NA,"1",52,66,54,0,0,1,5,1025464.53681784,10.511361502152,10.7897057432335,0.0261357876544435,1,0,0,0,1,0,NA,0,FALSE,0,0
"800","MOD",2,0,0,"4",2014,82,128,125,0,24,1,2015,0,NA,"1",86,123,115,35,61,1,5,1025464.53681784,12.7468864845476,12.6712870160506,-0.00594847552008382,24,0,61,35,24,96,4.56434819146784,1,FALSE,0,0
"801","MOD",2,0,0,"3",2014,63,100,90,0,9,1,2015,0,NA,"1",68,108,102,7,3,1,5,1025464.53681784,11.9079378187713,12.186434981646,0.0231182250472068,9,0,3,7,9,10,2.30258509299405,1,FALSE,0,0
"802","MOD",2,0,0,"1",2014,107,114,107,0,15,1,2015,0,NA,"1",117,123,112,14,2,1,5,1025464.53681784,12.7416793533797,12.9526803975267,0.0164242883984138,15,0,2,14,15,16,2.77258872223978,1,FALSE,0,0
"803","MOD",2,0,0,"2",2016,88,107,95,49,102,0.5,2017,0,NA,"1",100,105,102,7,27,0.25,5,1025464.53681784,12.3638657766021,12.5439265854913,0.0144584428052474,204,98,108,28,302,136,4.91265488573605,1,FALSE,0,0
"804","MOD",2,0,0,"2",2014,75,100,79,0,3,1,2015,0,NA,"1",84,90,90,14,24,1,5,1025464.53681784,11.9519293880528,12.0902593755652,0.0115073977118194,3,0,24,14,3,38,3.63758615972639,1,FALSE,0,0
"805","MOD",2,0,0,"4",2016,83,130,128,108,382,0.5,2017,0,NA,"1",84,152,128,45,121,0.125,5,1025464.53681784,12.7982285582332,12.9665508196706,0.013066260240524,764,216,968,360,980,1328,7.19142933003638,1,FALSE,0,0
"806","MOD",2,0,0,"5",2015,52,66,54,0,0,1,2016,0,NA,"1",60,76,59,0,2,1,5,1025464.53681784,10.7897057432335,11.1624385824756,0.0339619364075059,0,0,2,0,0,2,0.693147180559945,1,FALSE,0,0
"807","MOD",2,0,0,"1",2015,117,123,112,14,2,1,2016,0,NA,"1",107,135,129,58,103,0.25,5,1025464.53681784,12.9526803975267,13.0977392533234,0.0111368919999304,2,14,412,232,16,644,6.46769872610435,1,FALSE,0,0
"808","MOD",2,0,0,"1",2016,107,135,129,58,103,0.25,2017,0,NA,"1",107,139,123,6,56,0.25,5,1025464.53681784,13.0977392533234,13.0793103590264,-0.00140801943798374,412,232,224,24,644,248,5.51342874616498,1,FALSE,0,0
"809","MOD",2,0,0,"5",2016,60,76,59,0,2,1,2017,0,NA,"1",66,83,67,0,0,1,5,1025464.53681784,11.1624385824756,11.4730112052754,0.0274429814237105,2,0,0,0,2,0,NA,0,FALSE,0,0
"810","MOD",2,0,0,"3",2015,68,108,102,7,3,1,2016,0,NA,"1",80,131,122,12,215,0.25,5,1025464.53681784,12.186434981646,12.7210682386697,0.0429360890290362,3,7,860,48,10,908,6.81124437860129,1,FALSE,0,0
"811","MOD",2,0,0,"3",2016,80,131,122,12,215,0.25,2017,0,NA,"1",75,137,130,9,19,0.25,5,1025464.53681784,12.7210682386697,12.7648267258814,0.00343394103070871,860,48,76,36,908,112,4.71849887129509,1,FALSE,0,0
"812","MOD",2,0,0,"2",2015,84,90,90,14,24,1,2016,0,NA,"1",88,107,95,49,102,0.5,5,1025464.53681784,12.0902593755652,12.3638657766021,0.0223780501019366,24,14,204,98,38,302,5.71042701737487,1,FALSE,0,0
"813","MOD",2,0,0,"4",2015,86,123,115,35,61,1,2016,0,NA,"1",83,130,128,108,382,0.5,5,1025464.53681784,12.6712870160506,12.7982285582332,0.00996819848727037,61,35,764,216,96,980,6.88755257166462,1,FALSE,0,0
"814","MOD",2,100,100,"2",2015,125,169,144,321,301,1,2016,0,NA,"1",137,196,177,169,212,0.125,1,364414.275840904,13.5878489878628,14.0340685536939,0.0323119050506202,301,321,1696,1352,622,3048,8.02224091680654,1,FALSE,0,0
"815","MOD",2,100,100,"2",2016,137,196,177,169,212,0.125,2017,0,NA,"1",138,184,179,70,152,0.0625,1,364414.275840904,14.0340685536939,13.9893984846683,-0.00318804998672428,1696,1352,2432,1120,3048,3552,8.17526610411206,1,FALSE,0,0
"816","MOD",2,100,100,"1",2015,84,136,135,41,0,1,2016,0,NA,"1",84,141,134,208,170,0.125,1,364414.275840904,12.9085696990792,12.9372397252338,0.00221854440255775,0,41,1360,1664,41,3024,8.01433573729942,1,FALSE,0,0
"817","MOD",2,100,100,"1",2016,84,141,134,208,170,0.125,2017,0,NA,"1",86,143,138,61,56,0.0625,1,364414.275840904,12.9372397252338,13.004268847732,0.00516772349452221,1360,1664,896,976,3024,1872,7.53476265703754,1,FALSE,0,0
"818","MOD",2,100,100,"1",2014,89,136,115,589,932,1,2015,0,NA,"1",84,136,135,41,0,1,1,364414.275840904,12.8060466198928,12.9085696990792,0.00797395700169723,932,589,0,41,1521,41,3.71357206670431,1,FALSE,0,0
"819","MOD",2,100,100,"2",2014,111,154,129,293,656,1,2015,0,NA,"1",125,169,144,321,301,1,1,364414.275840904,13.266118444149,13.5878489878628,0.0239626371337067,656,293,301,321,949,622,6.43294009273918,1,FALSE,0,0
"820","MOD",2,150,150,"1",2014,117,126,121,212,281,0.5,2015,0,NA,"1",127,147,143,14,12,1,1,466993.035567142,13.0540696234074,13.4572875395586,0.0304208501254357,562,424,12,14,986,26,3.25809653802148,1,FALSE,0,0
"821","MOD",2,150,150,"1",2016,118,168,156,157,279,NA,2017,0,NA,"1",129,178,175,93,260,0.0625,1,466993.035567142,13.6043278471799,13.8662051646387,0.0190666304722074,NA,NA,4160,1488,NA,5648,8.63905677917308,1,FALSE,0,0
"822","MOD",2,150,150,"1",2015,127,147,143,14,12,1,2016,0,NA,"1",118,168,156,157,279,NA,1,466993.035567142,13.4572875395586,13.6043278471799,0.0108671823603594,12,14,NA,NA,26,NA,NA,NA,FALSE,0,0
"823","MOD",2,200,200,"1",2015,88,175,151,9,3,1,2016,0,NA,"1",88,225,172,165,82,0.125,1,378033.079994216,13.319225861278,13.7007549295575,0.0282423907625247,3,9,656,1320,12,1976,7.58882987830781,1,FALSE,0,0
"824","MOD",2,200,200,"1",2016,88,225,172,165,82,0.125,2017,0,NA,"1",95,242,212,66,122,0.0625,1,378033.079994216,13.7007549295575,14.0592241284906,0.0258277663013327,656,1320,1952,1056,1976,3008,8.00903068506973,1,FALSE,0,0
"825","MOD",2,200,200,"1",2014,68,155,137,259,286,0.5,2015,0,NA,"1",88,175,151,9,3,1,1,378033.079994216,12.8427369839849,13.319225861278,0.03643010860785,572,518,3,9,1090,12,2.484906649788,1,FALSE,0,0
"826","MOD",2,5,0,"9",2014,90,78,67,0,2,1,2015,0,NA,"1",78,113,83,3,2,1,14,1218014.32135268,11.7210343524722,12.1627604892599,0.0369938291086735,2,0,2,3,2,5,1.6094379124341,1,FALSE,0,0
"827","MOD",2,5,0,"8",2014,49,44,27,0,0,1,2015,0,NA,"1",44,45,32,0,0,1,14,1218014.32135268,9.63167003409462,9.71641126254971,0.00875970790304326,0,0,0,0,0,0,NA,0,FALSE,0,0
"828","MOD",2,5,0,"9",2016,89,100,105,51,136,0.5,2017,0,NA,"1",86,120,88,2,3,0.5,14,1218014.32135268,12.4075901419392,12.3789990895752,-0.00230697856630702,272,102,6,4,374,10,2.30258509299405,1,FALSE,0,0
"829","MOD",2,5,0,"8",2016,52,41,43,4,1,1,2017,0,NA,"1",52,57,32,4,1,NA,14,1218014.32135268,10.0858391370407,10.1198541252771,0.00336687486315856,1,4,NA,NA,5,NA,NA,NA,FALSE,0,0
"830","MOD",2,5,0,"7",2014,59,94,70,0,17,1,2015,0,NA,"1",65,104,84,1,1,1,14,1218014.32135268,11.5291507042865,11.9094182039417,0.0324508608764846,17,0,1,1,17,2,0.693147180559945,1,FALSE,0,0
"831","MOD",2,5,0,"6",2014,68,91,73,0,7,1,2015,0,NA,"1",72,105,83,0,4,1,14,1218014.32135268,11.6806498889027,12.0092903130316,0.0277469259826613,7,0,4,0,7,4,1.38629436111989,1,FALSE,0,0
"832","MOD",2,5,0,"6",2015,72,105,83,0,4,1,2016,0,NA,"1",74,116,98,131,132,0.5,14,1218014.32135268,12.0092903130316,12.3024459990425,0.0241175613107658,4,0,264,262,4,526,6.26530121273771,1,FALSE,0,0
"833","MOD",2,5,0,"10",2014,68,72,57,0,2,1,2015,0,NA,"1",72,88,65,1,0,1,14,1218014.32135268,11.1990483280881,11.5882134394513,0.0341596947599041,2,0,0,1,2,1,0,1,FALSE,0,0
"834","MOD",2,5,0,"9",2015,78,113,83,3,2,1,2016,0,NA,"1",89,100,105,51,136,0.5,14,1218014.32135268,12.1627604892599,12.4075901419392,0.0199295288764039,2,3,272,102,5,374,5.92425579741453,1,FALSE,0,0
"835","MOD",2,5,0,"8",2015,44,45,32,0,0,1,2016,0,NA,"1",52,41,43,4,1,1,14,1218014.32135268,9.71641126254971,10.0858391370407,0.0373160357688649,0,0,1,4,0,5,1.6094379124341,1,FALSE,0,0
"836","MOD",2,5,0,"10",2016,77,84,74,44,160,0.5,2017,0,NA,"1",77,97,79,4,8,0.25,14,1218014.32135268,11.7385105499626,11.9477874888855,0.0176711771902265,320,88,32,16,408,48,3.87120101090789,1,FALSE,0,0
"837","MOD",2,5,0,"7",2016,70,122,91,39,125,0.5,2017,0,NA,"1",70,123,97,6,0,0.125,14,1218014.32135268,12.2231990293609,12.2952138119866,0.00587435982766848,250,78,0,48,328,48,3.87120101090789,1,FALSE,0,0
"838","MOD",2,5,0,"6",2016,74,116,98,131,132,0.5,2017,0,NA,"1",73,96,100,9,12,0.25,14,1218014.32135268,12.3024459990425,12.1198010546657,-0.0149575384438703,264,262,48,36,526,84,4.43081679884331,1,FALSE,0,0
"839","MOD",2,5,0,"10",2015,72,88,65,1,0,1,2016,0,NA,"1",77,84,74,44,160,0.5,14,1218014.32135268,11.5882134394513,11.7385105499626,0.0128864379274836,0,1,320,88,1,408,6.01126717440416,1,FALSE,0,0
"840","MOD",2,5,0,"7",2015,65,104,84,1,1,1,2016,0,NA,"1",70,122,91,39,125,0.5,14,1218014.32135268,11.9094182039417,12.2231990293609,0.0260061730479189,1,1,250,78,2,328,5.79301360838414,1,FALSE,0,0
"841","MOD",2,50,50,"3",2014,63,150,108,743,702,1,2015,0,NA,"1",108,154,130,126,1,1,2,1279470.15684221,12.4957244836734,13.2464415160548,0.0583424070435314,702,743,1,126,1445,127,4.84418708645859,1,FALSE,0,0
"842","MOD",2,50,50,"2",2016,148,165,160,119,204,0.125,2017,0,NA,"1",141,181,147,104,320,0.0625,2,1279470.15684221,13.8381547989599,13.7975127444841,-0.00294127751477813,1632,952,5120,1664,2584,6784,8.82232217747174,1,FALSE,0,0
"843","MOD",2,50,50,"2",2015,140,137,127,205,37,1,2016,0,NA,"1",148,165,160,119,204,0.125,2,1279470.15684221,13.3656336709574,13.8381547989599,0.0347428563430077,37,205,1632,952,242,2584,7.85709386490249,1,FALSE,0,0
"844","MOD",2,50,50,"2",2014,153,162,156,592,652,1,2015,0,NA,"1",140,137,127,205,37,1,2,1279470.15684221,13.8277134999358,13.3656336709574,-0.0339880418251979,652,592,37,205,1244,242,5.48893772615669,1,FALSE,0,0
"845","MOD",2,50,50,"3",2016,113,174,167,117,152,0.125,2017,0,NA,"1",100,164,31,95,71,0.0625,2,1279470.15684221,13.664260166405,11.7988470543588,-0.14678185770612,1216,936,1136,1520,2152,2656,7.88457651059632,1,FALSE,0,0
"846","MOD",2,50,50,"3",2015,108,154,130,126,1,1,2016,0,NA,"1",113,174,167,117,152,0.125,2,1279470.15684221,13.2464415160548,13.664260166405,0.0310547256101588,1,126,1216,936,127,2152,7.67415292128168,1,FALSE,0,0
"847","MOD",2,60,50,"1",2015,163,200,95,451,267,1,2016,0,NA,"1",140,226,188,117,189,0.125,2,1185906.19723545,13.6057676950167,14.2584426207729,0.0468553978315702,267,451,1512,936,718,2448,7.80302664363222,1,FALSE,0,0
"848","MOD",2,60,50,"1",2014,139,205,152,366,465,1,2015,0,NA,"1",163,200,95,451,267,1,2,1185906.19723545,13.9411876691768,13.6057676950167,-0.024353802292012,465,366,267,451,831,718,6.57646956904822,1,FALSE,0,0
"849","MOD",2,60,50,"4",2014,67,78,38,48,138,1,2015,0,NA,"1",69,86,54,23,112,NA,2,1185906.19723545,10.8588108418683,11.3372610834764,0.0431179324937636,138,48,NA,NA,186,NA,NA,NA,FALSE,0,0
"850","MOD",2,60,50,"4",2015,69,86,54,23,112,NA,2016,0,NA,"1",79,94,48,63,194,0.5,2,1185906.19723545,11.3372610834764,11.4437668817063,0.00935046253270233,NA,NA,388,126,NA,514,6.24222326545517,1,FALSE,0,0
"851","MOD",2,60,50,"4",2016,79,94,48,63,194,0.5,2017,0,NA,"1",83,94,64,8,59,0.5,2,1185906.19723545,11.4437668817063,11.7808417094877,0.0290294234594852,388,126,118,16,514,134,4.89783979995091,1,FALSE,0,0
"852","MOD",2,60,50,"1",2016,140,226,188,117,189,0.125,2017,0,NA,"1",139,229,203,37,103,0.0625,2,1185906.19723545,14.2584426207729,14.3412251517881,0.00578907159808351,1512,936,1648,592,2448,2240,7.71423114484909,1,FALSE,0,0
"853","MOD",3,0,0,"9",2015,16,91,79,1,1,1,2016,0,NA,"1",67,87,83,22,36,0.5,3,215954.649804089,10.3127193172851,11.7492645819035,0.130412631291914,1,1,72,44,2,116,4.75359019110636,1,FALSE,0,0
"854","MOD",3,0,0,"1",2014,65,83,62,0,18,1,2015,0,NA,"1",64,82,67,5,14,1,3,215954.649804089,11.3801854987987,11.4301181860763,0.00437808875542345,18,0,14,5,18,19,2.94443897916644,1,FALSE,0,0
"855","MOD",3,0,0,"2",2015,62,96,89,0,0,1,2016,0,NA,"1",62,104,88,14,66,0.5,3,215954.649804089,11.8399421823065,11.9086853347261,0.00578924776737688,0,0,132,28,0,160,5.07517381523383,1,FALSE,0,0
"856","MOD",3,0,0,"4",2014,44,67,53,0,3,1,2015,0,NA,"1",47,74,64,0,0,1,3,215954.649804089,10.6189974029227,10.9729190143353,0.0327857246798557,3,0,0,0,3,0,NA,0,FALSE,0,0
"857","MOD",3,0,0,"4",2015,47,74,64,0,0,1,2016,0,NA,"1",46,77,69,0,1,1,3,215954.649804089,10.9729190143353,11.0663765590014,0.00848104283003792,0,0,1,0,0,1,0,1,FALSE,0,0
"858","MOD",3,0,0,"9",2016,67,87,83,22,36,0.5,2017,0,NA,"1",64,91,91,15,46,1,3,215954.649804089,11.7492645819035,11.8404253324548,0.0077289023026097,72,44,46,15,116,61,4.11087386417331,1,FALSE,0,0
"859","MOD",3,0,0,"3",2016,64,94,89,1,7,1,2017,0,NA,"1",62,92,76,0,0,1,3,215954.649804089,11.8506374714232,11.6394795384419,-0.0179789330797022,7,1,0,0,8,0,NA,0,FALSE,0,0
"860","MOD",3,0,0,"4",2016,46,77,69,0,1,1,2017,0,NA,"1",44,75,65,0,0,1,3,215954.649804089,11.0663765590014,10.9358882534116,-0.0118614912255173,1,0,0,0,1,0,NA,0,FALSE,0,0
"861","MOD",3,0,0,"9",2014,60,87,69,0,4,1,2015,0,NA,"1",16,91,79,1,1,1,3,215954.649804089,11.4541824215353,10.3127193172851,-0.104976921727508,4,0,1,1,4,2,0.693147180559945,1,FALSE,0,0
"862","MOD",3,0,0,"2",2014,54,91,68,0,14,1,2015,0,NA,"1",62,96,89,0,0,1,3,215954.649804089,11.3791744943186,11.8399421823065,0.0396938601680645,14,0,0,0,14,0,NA,0,FALSE,0,0
"863","MOD",3,0,0,"3",2015,65,80,64,0,0,1,2016,0,NA,"1",64,94,89,1,7,1,3,215954.649804089,11.3751202239906,11.8506374714232,0.0409531272678585,0,0,7,1,0,8,2.07944154167984,1,FALSE,0,0
"864","MOD",3,0,0,"3",2014,62,76,57,0,8,1,2015,0,NA,"1",65,80,64,0,0,1,3,215954.649804089,11.1607422292274,11.3751202239906,0.0190260711863006,8,0,0,0,8,0,NA,0,FALSE,0,0
"865","MOD",3,0,0,"1",2015,64,82,67,5,14,1,2016,0,NA,"1",83,98,63,35,103,0.5,3,215954.649804089,11.4301181860763,11.8067660489201,0.0324209433779479,14,5,206,70,19,276,5.62040086571715,1,FALSE,0,0
"866","MOD",3,0,0,"2",2016,62,104,88,14,66,0.5,2017,0,NA,"1",66,101,81,5,13,0.5,3,215954.649804089,11.9086853347261,11.8590476496015,-0.00417690297381945,132,28,26,10,160,36,3.58351893845611,1,FALSE,0,0
"867","MOD",3,0,0,"1",2016,83,98,63,35,103,0.5,2017,0,NA,"1",64,87,71,0,12,0.5,3,215954.649804089,11.8067660489201,11.547294315117,-0.0222216100268073,206,70,24,0,276,24,3.17805383034795,1,FALSE,0,0
"868","MOD",3,100,100,"1",2014,62,75,73,0,4,1,2015,0,NA,"1",63,70,61,0,0,1,16,1113219.69160811,11.3949051757912,11.1623270686756,-0.0206218871854684,4,0,0,0,4,0,NA,0,FALSE,0,0
"869","MOD",3,100,100,"5",2015,62,104,90,28,29,1,2016,0,NA,"1",69,105,103,55,160,0.5,16,1113219.69160811,11.9311581905781,12.1826190790458,0.0208569566942551,29,28,320,110,57,430,6.06378520868761,1,FALSE,0,0
"870","MOD",3,100,100,"2",2014,45,59,45,0,1,1,2015,0,NA,"1",53,43,32,0,0,1,16,1113219.69160811,10.3506856595078,9.85705116810681,-0.0488657111001398,1,0,0,0,1,0,NA,0,FALSE,0,0
"871","MOD",3,100,100,"5",2016,69,105,103,55,160,0.5,2017,0,NA,"1",70,96,81,4,69,0.25,16,1113219.69160811,12.1826190790458,11.867115824251,-0.0262390714544183,320,110,276,16,430,292,5.67675380226828,1,FALSE,0,0
"872","MOD",3,100,100,"1",2015,63,70,61,0,0,1,2016,0,NA,"1",77,90,66,79,294,0.5,16,1113219.69160811,11.1623270686756,11.6930930702718,0.0464538776979806,0,0,588,158,0,746,6.61472560020376,1,FALSE,0,0
"873","MOD",3,100,100,"7",2014,63,93,65,29,6,1,2015,0,NA,"",NA,NA,NA,NA,NA,NA,16,1113219.69160811,11.5099447255018,NA,NA,6,29,NA,NA,35,NA,NA,NA,FALSE,0,0
"874","MOD",3,100,100,"4",2015,62,84,57,0,0,1,2016,0,NA,"1",77,102,66,50,102,0.5,16,1113219.69160811,11.2608256877844,11.8182562132258,0.0483155232914423,0,0,204,100,0,304,5.71702770140622,1,FALSE,0,0
"875","MOD",3,100,100,"4",2016,77,102,66,50,102,0.5,2017,0,NA,"1",74,98,79,10,94,0.5,16,1113219.69160811,11.8182562132258,11.9183036604032,0.00842986853860328,204,100,188,20,304,208,5.33753807970132,1,FALSE,0,0
"876","MOD",3,100,100,"6",2014,66,68,61,3,3,1,2015,0,NA,"",NA,NA,NA,NA,NA,NA,16,1113219.69160811,11.1798595474372,NA,NA,3,3,NA,NA,6,NA,NA,NA,FALSE,0,0
"877","MOD",3,100,100,"5",2014,64,80,77,18,4,1,2015,0,NA,"1",62,104,90,28,29,1,16,1113219.69160811,11.5445383759486,11.9311581905781,0.032940856344672,4,18,29,28,22,57,4.04305126783455,1,FALSE,0,0
"878","MOD",3,100,100,"2",2015,53,43,32,0,0,1,2016,0,NA,"1",64,48,28,32,44,1,16,1113219.69160811,9.85705116810681,10.0221118405042,0.016606782262365,0,0,44,32,0,76,4.33073334028633,1,FALSE,0,0
"879","MOD",3,100,100,"8",2015,72,128,117,8,0,NA,2016,0,NA,"1",80,147,140,207,220,0.5,16,1113219.69160811,12.5506935537948,12.9739248801233,0.0331656374405656,NA,NA,440,414,NA,854,6.74993119378857,1,FALSE,0,0
"880","MOD",3,100,100,"8",2014,71,102,100,29,7,1,2015,0,NA,"1",72,128,117,8,0,NA,16,1113219.69160811,12.1526461123751,12.5506935537948,0.0322289942002585,7,29,NA,NA,36,NA,NA,NA,FALSE,0,0
"881","MOD",3,100,100,"6",2016,72,95,69,209,156,1,2017,0,NA,"1",76,101,80,6,24,0.5,16,1113219.69160811,11.7244727512753,11.9877037278629,0.0222030896772374,156,209,48,12,365,60,4.0943445622221,1,FALSE,0,0
"882","MOD",3,100,100,"7",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",72,112,88,117,156,0.5,16,1113219.69160811,NA,12.1323250408508,NA,NA,NA,312,234,NA,546,6.30261897574491,1,FALSE,0,0
"883","MOD",3,100,100,"1",2016,77,90,66,79,294,0.5,2017,0,NA,"1",76,91,72,6,63,0.25,16,1113219.69160811,11.6930930702718,11.7780822018806,0.00724203215862529,588,158,252,24,746,276,5.62040086571715,1,FALSE,0,0
"884","MOD",3,100,100,"2",2016,64,48,28,32,44,1,2017,0,NA,"1",63,45,41,19,16,0.5,16,1113219.69160811,10.0221118405042,10.3231925189276,0.0295992288482401,44,32,32,38,76,70,4.24849524204936,1,FALSE,0,0
"885","MOD",3,100,100,"8",2016,80,147,140,207,220,0.5,2017,0,NA,"1",85,141,134,3,21,0.125,16,1113219.69160811,12.9739248801233,12.9490741828808,-0.00191727082152626,440,414,168,24,854,192,5.25749537202778,1,FALSE,0,0
"886","MOD",3,100,100,"6",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",72,95,69,209,156,1,16,1113219.69160811,NA,11.7244727512753,NA,NA,NA,156,209,NA,365,5.89989735358249,1,FALSE,0,0
"887","MOD",3,100,100,"7",2016,72,112,88,117,156,0.5,2017,0,NA,"1",76,113,99,27,64,0.25,16,1113219.69160811,12.1323250408508,12.3130642451947,0.0147874509763479,312,234,256,108,546,364,5.89715386763674,1,FALSE,0,0
"888","MOD",3,100,100,"4",2014,60,81,58,4,1,1,2015,0,NA,"1",62,84,57,0,0,1,16,1113219.69160811,11.2090599635024,11.2608256877844,0.00460757270120027,1,4,0,0,5,0,NA,0,FALSE,0,0
"889","MOD",3,105,100,"10",2014,73,116,111,0,22,1,2015,0,NA,"1",72,147,134,15,9,1,2,462312.847911457,12.4134030696285,12.8247617418071,0.0326010316683498,22,0,9,15,22,24,3.17805383034795,1,FALSE,0,0
"890","MOD",3,105,100,"10",2015,72,147,134,15,9,1,2016,0,NA,"1",79,138,124,239,310,0.5,2,462312.847911457,12.8247617418071,12.7768063392907,-0.00374629073118804,9,15,620,478,24,1098,7.00124562206948,1,FALSE,0,0
"891","MOD",3,105,100,"10",2016,79,138,124,239,310,0.5,2017,0,NA,"1",82,165,158,37,219,0.125,2,462312.847911457,12.7768063392907,13.2350829902532,0.0352395836572303,620,478,1752,296,1098,2048,7.6246189861594,1,FALSE,0,0
"892","MOD",3,105,100,"9",2014,81,103,99,4,9,1,2015,0,NA,"1",84,124,112,5,2,1,2,462312.847911457,12.2841212290981,12.6294204718048,0.0277215788669118,9,4,2,5,13,7,1.94591014905531,1,FALSE,0,0
"893","MOD",3,105,100,"9",2016,89,126,117,37,240,0.5,2017,0,NA,"1",93,146,138,5,72,0.25,2,462312.847911457,12.7469154475428,13.1032830360802,0.0275734955972626,480,74,288,20,554,308,5.73009978297357,1,FALSE,0,0
"894","MOD",3,105,100,"9",2015,84,124,112,5,2,1,2016,0,NA,"1",89,126,117,37,240,0.5,2,462312.847911457,12.6294204718048,12.7469154475428,0.00926026639420918,2,5,480,74,7,554,6.31716468674728,1,FALSE,0,0
